Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,144.509003,144.509003,144.509003,144.509003,144.509003,0
2008-01-03,144.507996,144.507996,144.507996,144.507996,144.507996,0
2008-01-04,140.960007,140.960007,140.960007,140.960007,140.960007,0
2008-01-07,141.416000,141.416000,141.416000,141.416000,141.416000,0
2008-01-08,138.867996,138.867996,138.867996,138.867996,138.867996,0
2008-01-09,140.768997,140.768997,140.768997,140.768997,140.768997,0
2008-01-10,141.889999,141.889999,141.889999,141.889999,141.889999,0
2008-01-11,139.968994,139.968994,139.968994,139.968994,139.968994,0
2008-01-14,141.488998,141.488998,141.488998,141.488998,141.488998,0
2008-01-15,137.966995,137.966995,137.966995,137.966995,137.966995,0
2008-01-16,137.210999,137.210999,137.210999,137.210999,137.210999,0
2008-01-17,133.229004,133.229004,133.229004,133.229004,133.229004,0
2008-01-18,132.427002,132.427002,132.427002,132.427002,132.427002,0
2008-01-22,130.966003,130.966003,130.966003,130.966003,130.966003,0
2008-01-23,133.774994,133.774994,133.774994,133.774994,133.774994,0
2008-01-24,135.121002,135.121002,135.121002,135.121002,135.121002,0
2008-01-25,132.981003,132.981003,132.981003,132.981003,132.981003,0
2008-01-28,135.315002,135.315002,135.315002,135.315002,135.315002,0
2008-01-29,136.153000,136.153000,136.153000,136.153000,136.153000,0
2008-01-30,135.514008,135.514008,135.514008,135.514008,135.514008,0
2008-01-31,137.806000,137.806000,137.806000,137.806000,137.806000,0
2008-02-01,139.488007,139.488007,139.488007,139.488007,139.488007,0
2008-02-04,138.033005,138.033005,138.033005,138.033005,138.033005,0
2008-02-05,133.636993,133.636993,133.636993,133.636993,133.636993,0
2008-02-06,132.673996,132.673996,132.673996,132.673996,132.673996,0
2008-02-07,133.751007,133.751007,133.751007,133.751007,133.751007,0
2008-02-08,133.190994,133.190994,133.190994,133.190994,133.190994,0
2008-02-11,133.977997,133.977997,133.977997,133.977997,133.977997,0
2008-02-12,134.955002,134.955002,134.955002,134.955002,134.955002,0
2008-02-13,136.837006,136.837006,136.837006,136.837006,136.837006,0
2008-02-14,135.009003,135.009003,135.009003,135.009003,135.009003,0
2008-02-15,135.128998,135.128998,135.128998,135.128998,135.128998,0
2008-02-19,135.018005,135.018005,135.018005,135.018005,135.018005,0
2008-02-20,136.147995,136.147995,136.147995,136.147995,136.147995,0
2008-02-21,134.447998,134.447998,134.447998,134.447998,134.447998,0
2008-02-22,135.516998,135.516998,135.516998,135.516998,135.516998,0
